interval,temperature,radiation_surface,cloud_cover
2018-01-01T00:00,7.834,0.0,0.995
2018-01-01T00:15,7.834,0.0,0.995
2018-01-01T00:30,7.834,0.0,0.995
2018-01-01T00:45,7.834,0.0,0.995
2018-01-01T01:00,7.577,0.0,0.994
2018-01-01T01:15,7.577,0.0,0.994
2018-01-01T01:30,7.577,0.0,0.994
2018-01-01T01:45,7.577,0.0,0.994
2018-01-01T02:00,7.425,0.0,0.994
2018-01-01T02:15,7.425,0.0,0.994
2018-01-01T02:30,7.425,0.0,0.994
2018-01-01T02:45,7.425,0.0,0.994
2018-01-01T03:00,7.417,0.0,0.95
2018-01-01T03:15,7.417,0.0,0.95
2018-01-01T03:30,7.417,0.0,0.95
2018-01-01T03:45,7.417,0.0,0.95
2018-01-01T04:00,7.528,0.0,0.759
2018-01-01T04:15,7.528,0.0,0.759
2018-01-01T04:30,7.528,0.0,0.759
2018-01-01T04:45,7.528,0.0,0.759
2018-01-01T05:00,7.128,0.0,0.378
2018-01-01T05:15,7.128,0.0,0.378
2018-01-01T05:30,7.128,0.0,0.378
2018-01-01T05:45,7.128,0.0,0.378
2018-01-01T06:00,6.623,0.0,0.018
2018-01-01T06:15,6.623,0.0,0.018
2018-01-01T06:30,6.623,0.0,0.018
2018-01-01T06:45,6.623,0.0,0.018
2018-01-01T07:00,6.122,13.133,0.021
2018-01-01T07:15,6.122,13.133,0.021
2018-01-01T07:30,6.122,13.133,0.021
2018-01-01T07:45,6.122,13.133,0.021
2018-01-01T08:00,6.577,91.249,0.083
2018-01-01T08:15,6.577,91.249,0.083
2018-01-01T08:30,6.577,91.249,0.083
2018-01-01T08:45,6.577,91.249,0.083
2018-01-01T09:00,7.367,162.98,0.096
2018-01-01T09:15,7.367,162.98,0.096
2018-01-01T09:30,7.367,162.98,0.096
2018-01-01T09:45,7.367,162.98,0.096
2018-01-01T10:00,7.903,181.259,0.314
2018-01-01T10:15,7.903,181.259,0.314
2018-01-01T10:30,7.903,181.259,0.314
2018-01-01T10:45,7.903,181.259,0.314
2018-01-01T11:00,8.038,153.546,0.273
2018-01-01T11:15,8.038,153.546,0.273
2018-01-01T11:30,8.038,153.546,0.273
2018-01-01T11:45,8.038,153.546,0.273
2018-01-01T12:00,7.947,145.774,0.153
2018-01-01T12:15,7.947,145.774,0.153
2018-01-01T12:30,7.947,145.774,0.153
2018-01-01T12:45,7.947,145.774,0.153
2018-01-01T13:00,7.373,94.49,0.232
2018-01-01T13:15,7.373,94.49,0.232
2018-01-01T13:30,7.373,94.49,0.232
2018-01-01T13:45,7.373,94.49,0.232
2018-01-01T14:00,6.176,20.095,0.3
2018-01-01T14:15,6.176,20.095,0.3
2018-01-01T14:30,6.176,20.095,0.3
2018-01-01T14:45,6.176,20.095,0.3
2018-01-01T15:00,4.653,0.0,0.223
2018-01-01T15:15,4.653,0.0,0.223
2018-01-01T15:30,4.653,0.0,0.223
2018-01-01T15:45,4.653,0.0,0.223
2018-01-01T16:00,3.48,0.0,0.14
2018-01-01T16:15,3.48,0.0,0.14
2018-01-01T16:30,3.48,0.0,0.14
