interval,kWh
2019-01-01T00:00,0.1061893498003883
2019-01-01T00:15,0.0922297340998739
2019-01-01T00:30,0.1022102183001152
2019-01-01T00:45,0.0824171665999529
2019-01-01T01:00,0.0759750301999702
2019-01-01T01:15,0.1045321171995965
2019-01-01T01:30,0.0656474776001232
2019-01-01T01:45,0.0605954244001623
2019-01-01T02:00,0.0967847360002451
2019-01-01T02:15,0.0859857223999824
2019-01-01T02:30,0.0655180776002453
2019-01-01T02:45,0.0706733911997616
2019-01-01T03:00,0.0710431562001758
2019-01-01T03:15,0.0708966349998263
2019-01-01T03:30,0.0715870106000693
2019-01-01T03:45,0.0718963289996281
2019-01-01T04:00,0.0552610284003094
2019-01-01T04:15,0.0898830930000258
2019-01-01T04:30,0.0936636154997359
2019-01-01T04:45,0.0711038159001873
2019-01-01T05:00,0.0938744959998985
2019-01-01T05:15,0.136612219899689
2019-01-01T05:30,0.0734553063002749
2019-01-01T05:45,0.064601797400428
2019-01-01T06:00,0.102727772799426
2019-01-01T06:15,0.0843732108005497
2019-01-01T06:30,0.1040588599998955
2019-01-01T06:45,0.0935856183996293
2019-01-01T07:00,0.0818585399006224
2019-01-01T07:15,0.1037583296997581
2019-01-01T07:30,0.1079906178001692
2019-01-01T07:45,0.0815249017996393
2019-01-01T08:00,0.1110418404000483
2019-01-01T08:15,0.3769494575999488
2019-01-01T08:30,0.3726315618000626
2019-01-01T08:45,0.1292222797997055
2019-01-01T09:00,0.1421172148998266
2019-01-01T09:15,0.1458493475001887
2019-01-01T09:30,0.1173852264000743
2019-01-01T09:45,0.1407322216996362
2019-01-01T10:00,0.1809492535007848
2019-01-01T10:15,0.1071860687998196
2019-01-01T10:30,0.1199302631998762
2019-01-01T10:45,0.1422774343000128
2019-01-01T11:00,0.1187683058997208
2019-01-01T11:15,0.1312834684003974
2019-01-01T11:30,0.1477396494001368
2019-01-01T11:45,0.1371323415996812
2019-01-01T12:00,0.3806956376001835
2019-01-01T12:15,0.417306846899919
2019-01-01T12:30,0.4106697822994647
2019-01-01T12:45,0.1553755761005959
2019-01-01T13:00,0.185858963100145
